{'file_path': 'projects/atlas/SUBPROJECT/cxf/core/src/test/java/org/apache/cxf/bus/spring/SpringBusFactoryTest.java', 'test_name': 'testInitialisation'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaObjectReaderTest.java', 'test_name': 'testReadWString'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaObjectWriterTest.java', 'test_name': 'testWriteULong'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaStreamReaderTest.java', 'test_name': 'testGetName'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaStreamWriterTest.java', 'test_name': 'writeCharactersTest'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/runtime/CorbaStreamableTest.java', 'test_name': 'testSetStreamableAttributes'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/SoapOutInterceptorTest.java', 'test_name': 'testHandleMessage'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/SoapOutInterceptorTest.java', 'test_name': 'testHandleMessage12'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/ReadHeadersInterceptorTest.java', 'test_name': 'testNotAddNSContext'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP11'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP11None'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP12'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP12None'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP11SwA'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP12SwAWithStartInfo'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP12SwAWithAction'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP12SwAWithActionInPartHeaders'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/interceptor/SoapActionInInterceptorTest.java', 'test_name': 'testGetSoapActionForSOAP12SwANone'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/client/ClientServiceConfigTest.java', 'test_name': 'talkToJaxWsHolder'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/custom/CustomBeansTest.java', 'test_name': 'testClientSetup'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/inheritance/ExceptionInheritanceTest.java', 'test_name': 'testClient'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/integration/DOMMappingTest.java', 'test_name': 'testSimpleString'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/integration/DOMMappingTest.java', 'test_name': 'testDocService'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/integration/WrappedTest.java', 'test_name': 'testXmlConfigurationOfParameterType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/proxy/ProxyTest.java', 'test_name': 'testProxy'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/standalone/StandaloneReadTest.java', 'test_name': 'testCollectionReadNoXsiType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/standalone/StandaloneReadTest.java', 'test_name': 'testCollectionReadXsiType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/basic/BeanTest.java', 'test_name': 'testExtendedBean'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/encoded/SoapArrayTypeTest.java', 'test_name': 'testUrTypeArrayReadWriteRef1'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/encoded/SoapArrayTypeTest.java', 'test_name': 'testUrTypeArrayReadWriteRef2'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/AnnotatedTypeTest.java', 'test_name': 'testTM'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/AnnotatedTypeTest.java', 'test_name': 'testGetSetRequired'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/ClassTest.java', 'test_name': 'testType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/ConfigurationTest.java', 'test_name': 'testNillableDefaultTrue'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/ConfigurationTest.java', 'test_name': 'testNillableDefaultFalse'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/DualOutServiceTest.java', 'test_name': 'testWSDL'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/EnumTypeTest.java', 'test_name': 'testAutoCreation'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/JaxbTypeTest.java', 'test_name': 'testGetSetRequired'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/map/MapsTest.java', 'test_name': 'testInvocations'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/jaxb/src/test/java/org/apache/cxf/jaxb/DataBindingMarshallerPropertiesTest.java', 'test_name': 'testInitializeUnmarshallerProperties'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/jaxb/src/test/java/org/apache/cxf/jaxb/DatatypeFactoryTest.java', 'test_name': 'testNewFactory'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/databinding/jaxb/src/test/java/org/apache/cxf/jaxb/JAXBEncoderDecoderTest.java', 'test_name': 'testMarshalRPCLit'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'testRest'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'testPreflightRequestEventType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'testNullValues'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'testUriValue'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'shouldMaskHeaders'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'testMapNullSensitiveProtocolHeaders'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/logging/src/test/java/org/apache/cxf/ext/logging/DefaultLogEventMapperTest.java', 'test_name': 'testMap'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerClientMetricsContextTest.java', 'test_name': 'testStartShouldAttachTimingContext'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerMetricsProviderTest.java', 'test_name': 'testCreateEndpointContextShouldReturnNull'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/DefaultExceptionClassProviderTest.java', 'test_name': 'testGetExceptionClassReturnWithNullWhenThereIsNoCause'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/DefaultTimedAnnotationProviderTest.java', 'test_name': 'testReturnMetaAnnotationFromMethod'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/StandardTagsTest.java', 'test_name': 'testExceptionReturnWithNameWhenExceptionIsAnonymous'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxrs/JaxrsOperationTagsCustomizerTest.java', 'test_name': 'testOperationReturnWithUnknownWhenRequestIsNull'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxrs/JaxrsOperationTagsCustomizerTest.java', 'test_name': 'testOperationReturnWithCorrectValue'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeProviderTest.java', 'test_name': 'testFaultModeIsNotPresentButOutFaultModeIsMissingThenShouldReturnNull'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeProviderTest.java', 'test_name': 'testNeitherFaultModeNorOutFaultModePresentsThenShouldNotReturnInMessageFaultMode'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeProviderTest.java', 'test_name': 'testNeitherFaultModeNorOutFaultModePresentsThenShouldNotReturnOutMessageFaultMode'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeTagsCustomizerTest.java', 'test_name': 'testAdditionalTagsShouldReturnFaultCodeAsTags'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsOperationTagsCustomizerTest.java', 'test_name': 'testAdditionalTagsShouldReturnRequestOperationAsTags'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/features/metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsOperationTagsCustomizerTest.java', 'test_name': 'testAdditionalTagsShouldReturnInFaultOperationAsTags'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/MessageContextImplTest.java', 'test_name': 'testNoContext'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/form/FormTest.java', 'test_name': 'testToString'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/multipart/AttachmentTest.java', 'test_name': 'testGetHeaders'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/xml/XMLSourceTest.java', 'test_name': 'testAttributeValue'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/xml/XMLSourceTest.java', 'test_name': 'testNodeTextValue'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/DateHeaderProviderTest.java', 'test_name': 'testToFromSimpleString'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testUnconditional200'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfModified200'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfNoneMatch304'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfNoneMatch200'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfModified304'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfNoneMatchIfModified304'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfNoneMatchIfModified200'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/EvaluatePreconditionsTest.java', 'test_name': 'testIfNoneMatchIfModified200Two'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testNoRequestHeader'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testMediaType'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testGetContentTypeLowCase'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testGetHeaderString'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testGetHeaderString2'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testGetNullLanguage'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/HttpHeadersImplTest.java', 'test_name': 'testGetLanguage'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testBuild'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testSelfLink'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testBuildManyRels'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testBuildRelativized'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testRelativeLink'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testRelativeLink2'}
{'file_path': 'projects/atlas/SUBPROJECT/cxf/rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/LinkBuilderImplTest.java', 'test_name': 'testSeveralAttributes'}
